# wavelength_nm   slope_a   correlation_r
    443.0000  +1.16666386e+00  +9.80214966e-01
    445.0000  +1.28607877e+00  +9.91201155e-01
    447.0000  +9.59326809e-01  +9.49215234e-01
    449.0000  +8.79824591e-01  +9.29778804e-01
    451.0000  +3.73647133e-01  +5.50168925e-01
    453.0000  +9.34218222e-01  +9.48255032e-01
    455.0000  +6.99629677e-01  +8.56683723e-01
    457.0000  +4.72597309e-01  +6.78913887e-01
    459.0000  +7.42736038e-01  +8.89563389e-01
    461.0000  +6.70786866e-01  +8.50288695e-01
    463.0000  +7.07932968e-01  +8.69851885e-01
    465.0000  +7.15487352e-01  +8.79162449e-01
    467.0000  +5.61923084e-01  +7.75297912e-01
    469.0000  +6.72736761e-01  +8.60146399e-01
    471.0000  +7.29181040e-01  +8.92471054e-01
    473.0000  +6.07204303e-01  +8.17751680e-01
    475.0000  +5.10783030e-01  +7.46921286e-01
    477.0000  +4.90630752e-01  +7.29187659e-01
    479.0000  +4.95228692e-01  +7.36460032e-01
    481.0000  +5.68674513e-01  +8.05086210e-01
    483.0000  +4.92287631e-01  +7.49247630e-01
    485.0000  +8.36606711e-01  +9.66648234e-01
    487.0000  +1.17106365e+00  +9.98373657e-01
    489.0000  +8.15303544e-01  +9.48095694e-01
    491.0000  +7.69776533e-01  +9.29956803e-01
    493.0000  +8.82249731e-01  +9.58855750e-01
    495.0000  +6.65508398e-01  +8.81374639e-01
    497.0000  +6.43979047e-01  +8.70450970e-01
    499.0000  +1.00137565e+00  +9.79205853e-01
    501.0000  +1.22837054e+00  +9.96224485e-01
    503.0000  +9.63928330e-01  +9.76572245e-01
    505.0000  +9.64147377e-01  +9.75717503e-01
    507.0000  +7.08268479e-01  +9.06341087e-01
    509.0000  +9.72380720e-01  +9.76123229e-01
    511.0000  +9.01916401e-01  +9.64219569e-01
    513.0000  +9.89959881e-01  +9.78061849e-01
    515.0000  +1.23286864e+00  +9.96764276e-01
    517.0000  +1.92638074e+00  +9.93296681e-01
    519.0000  +1.67201305e+00  +9.97084444e-01
    521.0000  +1.14058616e+00  +9.93458496e-01
    523.0000  +1.00316175e+00  +9.84347831e-01
    525.0000  +7.91213855e-01  +9.49023760e-01
    527.0000  +1.47450788e+00  +9.99701422e-01
    529.0000  +7.97201738e-01  +9.52499445e-01
    531.0000  +5.47499589e-01  +8.35421464e-01
    533.0000  +1.14652079e+00  +9.95631424e-01
    535.0000  +7.27269948e-01  +9.34914158e-01
    537.0000  +7.73256123e-01  +9.49173418e-01
    539.0000  +8.29784735e-01  +9.63728309e-01
    541.0000  +9.90609762e-01  +9.87292131e-01
    543.0000  +9.00035971e-01  +9.76768101e-01
    545.0000  +7.52971172e-01  +9.46897387e-01
    547.0000  +7.84021556e-01  +9.55965546e-01
    549.0000  +7.19887802e-01  +9.36617468e-01
    551.0000  +8.10832156e-01  +9.63683767e-01
    553.0000  +7.24656854e-01  +9.41151169e-01
    555.0000  +6.70035580e-01  +9.25144660e-01
    557.0000  +8.10664188e-01  +9.67045751e-01
    559.0000  +9.16487022e-01  +9.83346825e-01
    561.0000  +7.24588889e-01  +9.46948497e-01
    563.0000  +7.16874605e-01  +9.43762736e-01
    565.0000  +6.64068792e-01  +9.24357459e-01
    567.0000  +7.72416699e-01  +9.59828255e-01
    569.0000  +6.93193193e-01  +9.41601254e-01
    571.0000  +8.31345688e-01  +9.74502670e-01
    573.0000  +4.85046874e-01  +8.20729822e-01
    575.0000  +6.36816687e-01  +9.19294063e-01
    577.0000  +5.88638001e-01  +8.97947056e-01
    579.0000  +7.28527875e-01  +9.54377016e-01
    581.0000  +5.95133656e-01  +9.02849811e-01
    583.0000  +4.96064190e-01  +8.40488215e-01
    585.0000  +6.11907107e-01  +9.14293962e-01
    587.0000  +5.86360306e-01  +9.02445534e-01
    589.0000  +1.03152719e+00  +9.96406567e-01
    591.0000  +6.46714347e-01  +9.31994184e-01
    593.0000  +6.29715490e-01  +9.25938201e-01
    595.0000  +6.05337460e-01  +9.16919624e-01
    597.0000  +5.64488638e-01  +8.94436438e-01
