# wavelength_nm   slope_a   correlation_r
    297.0000  +4.20722408e-01  +3.23889131e-01
    299.0000  +4.72508672e-01  +3.67829940e-01
    301.0000  -9.00454447e-02  -6.21807929e-02
    303.0000  +4.59386360e-01  +3.61075114e-01
    305.0000  +5.35211837e-01  +4.24292969e-01
    307.0000  +9.87515183e-01  +7.48460512e-01
    309.0000  +4.56370047e-01  +3.89862694e-01
    311.0000  +1.20093323e+00  +8.63464073e-01
    313.0000  +8.96383325e-01  +7.00601492e-01
    315.0000  +5.31579945e-01  +4.82771299e-01
    317.0000  +9.15680009e-01  +7.57728761e-01
    319.0000  +3.61524680e-01  +3.19255864e-01
    321.0000  +6.38085709e-01  +5.53521534e-01
    323.0000  -2.22724518e-01  -1.63399756e-01
    325.0000  +1.17486660e+00  +8.79022633e-01
    327.0000  +1.68793482e+00  +9.73197876e-01
    329.0000  +1.50549715e+00  +9.58066992e-01
    331.0000  +1.12937546e+00  +8.73219881e-01
    333.0000  +1.19446930e+00  +9.01168563e-01
    335.0000  +1.06022618e+00  +8.48785612e-01
    337.0000  -4.39977631e-01  -3.13118048e-01
    339.0000  +2.29537744e-01  +2.10827242e-01
    341.0000  +1.90053805e-01  +1.74435799e-01
    343.0000  +4.18727112e-01  +4.04732572e-01
    345.0000  +4.83713583e-01  +4.80082865e-01
    347.0000  +7.07481367e-01  +6.64573514e-01
    349.0000  +1.07598568e+00  +8.82457511e-01
    351.0000  +1.14087053e+00  +9.11471832e-01
    353.0000  +6.16405087e-01  +6.28500675e-01
    355.0000  +1.12781939e+00  +9.03458651e-01
    357.0000  -5.49093508e-01  -3.67901588e-01
    359.0000  -7.40133235e-01  -4.75808151e-01
    361.0000  +4.53315064e-01  +5.07109989e-01
    363.0000  +4.11835619e-01  +4.75496846e-01
    364.0000  +5.88584476e-01  +6.53220228e-01
    365.0000  +9.84341774e-01  +9.02277302e-01
    367.0000  +1.16471972e+00  +9.52305666e-01
    369.0000  +8.23990090e-01  +8.29701312e-01
    371.0000  +9.22087965e-01  +8.99110053e-01
    373.0000  -9.45582655e-01  -5.62067303e-01
    375.0000  -2.17688795e-01  -1.93228547e-01
    377.0000  +7.61612780e-01  +7.70742271e-01
    379.0000  +8.56495657e-01  +7.81414108e-01
    381.0000  +3.99690525e-01  +3.85689112e-01
    383.0000  -3.16341631e+00  -7.92639082e-01
    385.0000  -1.20256165e+00  -5.68518209e-01
    387.0000  -1.74003855e+00  -6.80894580e-01
    389.0000  -1.65935117e-02  -1.70625147e-02
    391.0000  +1.07547286e+00  +8.74573932e-01
    393.0000  -2.09509295e+00  -7.18130931e-01
    395.0000  +6.42746854e-01  +6.52121421e-01
    397.0000  -1.02769136e+00  -5.76526180e-01
    399.0000  +1.65867431e+00  +9.87757376e-01
    401.0000  +1.80853307e+00  +9.92730247e-01
    403.0000  +1.79200015e+00  +9.91182057e-01
    405.0000  +1.64217942e+00  +9.83484276e-01
    407.0000  +1.44151905e+00  +9.65710429e-01
    409.0000  +1.74417200e+00  +9.97529478e-01
    411.0000  +1.68274387e+00  +9.99339937e-01
    413.0000  +1.76865463e+00  +9.92808701e-01
    415.0000  +1.72502695e+00  +9.88538256e-01
    417.0000  +1.81021162e+00  +9.92153532e-01
    419.0000  +1.55573688e+00  +9.79272924e-01
    421.0000  +1.57930550e+00  +9.83948566e-01
    423.0000  +1.41651853e+00  +9.75620394e-01
    425.0000  +1.37315800e+00  +9.69015010e-01
    427.0000  +1.11516474e+00  +9.27105175e-01
    429.0000  +7.44922211e-01  +7.70909979e-01
    431.0000  -1.37750860e-01  -1.41871148e-01
    433.0000  +1.37300596e+00  +9.87872375e-01
    435.0000  +1.29018070e+00  +9.86382761e-01
    437.0000  +1.58171618e+00  +9.91842090e-01
    439.0000  +1.26712387e+00  +9.63659900e-01
    441.0000  +1.53650375e+00  +9.88670903e-01
    443.0000  +1.74731279e+00  +9.97842696e-01
    445.0000  +1.64862111e+00  +9.96846622e-01
    447.0000  +1.79799675e+00  +9.98684724e-01
    449.0000  +1.81235578e+00  +9.98776690e-01
    451.0000  +2.03658180e+00  +9.96453916e-01
    453.0000  +1.76052583e+00  +9.98973659e-01
    455.0000  +1.87465787e+00  +9.98371197e-01
    457.0000  +1.97782099e+00  +9.96993649e-01
    459.0000  +1.81707286e+00  +9.98511366e-01
    461.0000  +1.84607029e+00  +9.98255892e-01
    463.0000  +1.83086946e+00  +9.98386401e-01
    465.0000  +1.81854059e+00  +9.98416111e-01
    467.0000  +1.88549072e+00  +9.97501714e-01
    469.0000  +1.81407417e+00  +9.98109248e-01
    471.0000  +1.76715768e+00  +9.98461404e-01
    473.0000  +1.85197985e+00  +9.97718391e-01
    475.0000  +1.88044675e+00  +9.96868493e-01
    477.0000  +1.89109403e+00  +9.96584692e-01
    479.0000  +1.87323588e+00  +9.96539173e-01
    481.0000  +1.81962691e+00  +9.97200319e-01
    483.0000  +1.83036304e+00  +9.96092109e-01
    485.0000  +1.55637448e+00  +9.97627658e-01
    487.0000  +1.28075592e+00  +9.99654632e-01
    489.0000  +1.61946912e+00  +9.98701848e-01
    491.0000  +1.65645689e+00  +9.98511919e-01
    493.0000  +1.60157616e+00  +9.99298900e-01
    495.0000  +1.70107449e+00  +9.97995902e-01
    497.0000  +1.74463080e+00  +9.97494254e-01
    499.0000  +1.54746929e+00  +9.99659020e-01
    501.0000  +1.43947646e+00  +9.99431931e-01
    503.0000  +1.57969492e+00  +9.99483562e-01
    505.0000  +1.58531083e+00  +9.99530726e-01
    507.0000  +1.72799062e+00  +9.97843800e-01
    509.0000  +1.60505578e+00  +9.99531666e-01
    511.0000  +1.63851312e+00  +9.99242969e-01
    513.0000  +1.59992399e+00  +9.99609164e-01
    515.0000  +1.46619185e+00  +9.99709066e-01
    517.0000  +1.05928664e+00  +9.78223144e-01
    519.0000  +1.15711807e+00  +9.91412067e-01
    521.0000  +1.44699293e+00  +9.99890500e-01
    523.0000  +1.45904845e+00  +9.99717782e-01
    525.0000  +1.55054044e+00  +9.98419219e-01
    527.0000  +1.20087294e+00  +9.95815167e-01
    529.0000  +1.52409715e+00  +9.98531062e-01
    531.0000  +1.62144450e+00  +9.96081604e-01
    533.0000  +1.33824130e+00  +9.99712373e-01
    535.0000  +1.52532538e+00  +9.97906434e-01
    537.0000  +1.49764059e+00  +9.98357734e-01
    539.0000  +1.47883917e+00  +9.98663332e-01
    541.0000  +1.37728131e+00  +9.99765284e-01
    543.0000  +1.43888400e+00  +9.99244760e-01
    545.0000  +1.48550006e+00  +9.98086508e-01
    547.0000  +1.46891814e+00  +9.98231968e-01
    549.0000  +1.50381473e+00  +9.97621571e-01
    551.0000  +1.46123054e+00  +9.98387689e-01
    553.0000  +1.47517398e+00  +9.97620388e-01
    555.0000  +1.49284543e+00  +9.96809835e-01
    557.0000  +1.40907438e+00  +9.98367963e-01
    559.0000  +1.36607244e+00  +9.99269256e-01
    561.0000  +1.43620600e+00  +9.97381516e-01
    563.0000  +1.45574336e+00  +9.97259298e-01
    565.0000  +1.47396223e+00  +9.96767305e-01
    567.0000  +1.41434692e+00  +9.97962258e-01
    569.0000  +1.43912239e+00  +9.96790731e-01
    571.0000  +1.37976410e+00  +9.98337063e-01
    573.0000  +1.53554382e+00  +9.93841991e-01
    575.0000  +1.45649616e+00  +9.96043779e-01
    577.0000  +1.47151901e+00  +9.95225609e-01
    579.0000  +1.42056749e+00  +9.97030493e-01
    581.0000  +1.45969151e+00  +9.95372711e-01
    583.0000  +1.49217908e+00  +9.93630863e-01
    585.0000  +1.43695991e+00  +9.95459604e-01
    587.0000  +1.44161130e+00  +9.94994779e-01
    589.0000  +1.22716063e+00  +9.99808755e-01
    591.0000  +1.40718958e+00  +9.95808144e-01
    593.0000  +1.41071390e+00  +9.95509531e-01
    595.0000  +1.42007485e+00  +9.94936644e-01
    597.0000  +1.42450265e+00  +9.94524602e-01
    599.0000  +1.40445903e+00  +9.94943652e-01
    601.0000  +1.35234898e+00  +9.96273030e-01
    603.0000  +1.37090273e+00  +9.95433847e-01
    605.0000  +1.42791168e+00  +9.93690582e-01
    607.0000  +1.39680586e+00  +9.94292058e-01
    609.0000  +1.35669655e+00  +9.95989087e-01
    611.0000  +1.33228355e+00  +9.96274706e-01
    613.0000  +1.22538812e+00  +9.98645164e-01
    615.0000  +1.29877658e+00  +9.96819788e-01
    617.0000  +1.19391368e+00  +9.99116191e-01
    619.0000  +1.32200606e+00  +9.95860275e-01
    621.0000  +1.33438250e+00  +9.95033662e-01
    623.0000  +1.25773424e+00  +9.97405404e-01
    625.0000  +1.21125481e+00  +9.98564098e-01
    627.0000  +1.31091234e+00  +9.95795948e-01
    629.0000  +1.31239370e+00  +9.95104264e-01
    631.0000  +1.24100770e+00  +9.97061554e-01
    633.0000  +1.26048719e+00  +9.96606598e-01
    635.0000  +1.28334279e+00  +9.95909281e-01
    637.0000  +1.27477236e+00  +9.95838850e-01
    639.0000  +1.27505021e+00  +9.95484051e-01
    641.0000  +1.20736239e+00  +9.97077793e-01
    643.0000  +1.24753597e+00  +9.96097712e-01
    645.0000  +1.22374620e+00  +9.96132714e-01
    647.0000  +1.20180950e+00  +9.96647080e-01
    649.0000  +1.16434236e+00  +9.97396150e-01
    651.0000  +1.21951718e+00  +9.94922565e-01
    653.0000  +1.20360804e+00  +9.93931310e-01
    655.0000  +1.03575148e+00  +9.91816688e-01
    657.0000  +8.00856750e-01  +9.91657625e-01
    659.0000  +1.11220410e+00  +9.94636009e-01
    661.0000  +1.21270057e+00  +9.94139278e-01
    663.0000  +1.21094162e+00  +9.95077874e-01
    665.0000  +1.21195095e+00  +9.95043480e-01
    667.0000  +1.18533411e+00  +9.96030439e-01
    669.0000  +1.23492454e+00  +9.93854210e-01
    671.0000  +1.18195041e+00  +9.96316570e-01
    673.0000  +1.21589468e+00  +9.94553408e-01
    675.0000  +1.19230695e+00  +9.95281835e-01
    677.0000  +1.19937866e+00  +9.94896770e-01
    679.0000  +1.19518915e+00  +9.95081577e-01
    681.0000  +1.18256981e+00  +9.95206963e-01
    683.0000  +1.19570604e+00  +9.94598333e-01
    685.0000  +1.13540127e+00  +9.96589290e-01
    687.0000  +1.17195864e+00  +9.95284127e-01
    689.0000  +1.18402006e+00  +9.94605717e-01
    691.0000  +1.16069453e+00  +9.95028084e-01
    693.0000  +1.16689998e+00  +9.95318569e-01
    695.0000  +1.15076107e+00  +9.95329502e-01
    697.0000  +1.16167994e+00  +9.95065213e-01
    699.0000  +1.15583925e+00  +9.95006548e-01
    701.0000  +1.09092613e+00  +9.97234267e-01
    703.0000  +1.12851850e+00  +9.95849837e-01
    705.0000  +1.13995295e+00  +9.95251868e-01
    707.0000  +1.11846676e+00  +9.95595502e-01
    709.0000  +1.10987406e+00  +9.95891979e-01
    711.0000  +1.13639682e+00  +9.94457771e-01
    713.0000  +1.08763879e+00  +9.96598153e-01
    715.0000  +1.07876151e+00  +9.96453378e-01
    717.0000  +1.09194300e+00  +9.95957675e-01
    719.0000  +1.00938764e+00  +9.98445340e-01
    721.0000  +1.06781863e+00  +9.96610404e-01
    723.0000  +1.08947152e+00  +9.95923396e-01
    725.0000  +1.10044547e+00  +9.95115357e-01
