# wavelength_nm   slope_a   correlation_r
    274.5000  +3.12467954e+00  +9.82186899e-01
    275.5000  +3.13903807e+00  +9.75958539e-01
    276.5000  +3.09565139e+00  +9.74481032e-01
    277.5000  +3.06307263e+00  +9.75075439e-01
    278.5000  +2.86513558e+00  +9.92789904e-01
    279.5000  +2.87147798e+00  +9.99896164e-01
    280.5000  +2.85531680e+00  +9.99588912e-01
    281.5000  +3.06936167e+00  +9.80343023e-01
    282.5000  +3.17706867e+00  +9.71895602e-01
    283.5000  +3.30208049e+00  +9.69639917e-01
    284.5000  +3.45708059e+00  +9.71755922e-01
    285.5000  +3.25376646e+00  +9.94540182e-01
    286.5000  +3.52714041e+00  +9.62572465e-01
    287.5000  +3.08962625e+00  +9.76014475e-01
    288.5000  +2.92616100e+00  +9.78687163e-01
    289.5000  +2.74177488e+00  +9.82796111e-01
    291.0000  +2.60459047e+00  +9.84348764e-01
    293.0000  +2.60497108e+00  +9.85257089e-01
    295.0000  +2.71967225e+00  +9.83337508e-01
    297.0000  +2.76565124e+00  +9.83136737e-01
    299.0000  +2.72581772e+00  +9.84677477e-01
    301.0000  +2.89217903e+00  +9.82130226e-01
    303.0000  +2.71227607e+00  +9.85667770e-01
    305.0000  +2.71334513e+00  +9.85624898e-01
    307.0000  +2.53143049e+00  +9.87534475e-01
    309.0000  +2.54546505e+00  +9.85839420e-01
    311.0000  +2.34992283e+00  +9.89910102e-01
    313.0000  +2.51752146e+00  +9.86791678e-01
    315.0000  +2.40258989e+00  +9.88426874e-01
    317.0000  +2.31495850e+00  +9.89682256e-01
    319.0000  +2.38186919e+00  +9.89465727e-01
    321.0000  +2.41210568e+00  +9.89328907e-01
    323.0000  +2.44199350e+00  +9.88577833e-01
    325.0000  +2.19482624e+00  +9.92981940e-01
    327.0000  +2.15252611e+00  +9.93450615e-01
    329.0000  +2.13804561e+00  +9.93332238e-01
    331.0000  +2.26249567e+00  +9.91588064e-01
    333.0000  +2.18900407e+00  +9.92911102e-01
    335.0000  +2.25899302e+00  +9.92382416e-01
    337.0000  +2.43743518e+00  +9.89805541e-01
    339.0000  +2.40522844e+00  +9.90484602e-01
    341.0000  +2.34142548e+00  +9.91606111e-01
    343.0000  +2.27179800e+00  +9.92652920e-01
    345.0000  +2.20527082e+00  +9.94367671e-01
    347.0000  +2.18904606e+00  +9.94845423e-01
    349.0000  +2.08389665e+00  +9.95926190e-01
    351.0000  +2.03997498e+00  +9.96498092e-01
    353.0000  +2.12488985e+00  +9.96654975e-01
    355.0000  +2.13074190e+00  +9.97066019e-01
    357.0000  +2.46462445e+00  +9.94204439e-01
    359.0000  +2.27840814e+00  +9.95125979e-01
    361.0000  +2.00394245e+00  +9.97321934e-01
    363.0000  +1.97170385e+00  +9.97363866e-01
    364.0000  +1.95270707e+00  +9.97086581e-01
    365.0000  +1.91157724e+00  +9.97575287e-01
    367.0000  +1.87955907e+00  +9.97701978e-01
    369.0000  +1.90485965e+00  +9.97591722e-01
    371.0000  +1.79243859e+00  +9.99335775e-01
    373.0000  +2.16719717e+00  +9.97672500e-01
    375.0000  +2.10615396e+00  +9.97696387e-01
    377.0000  +1.98681419e+00  +9.98584676e-01
    379.0000  +2.09650859e+00  +9.96943871e-01
    381.0000  +2.28924868e+00  +9.93895916e-01
    383.0000  +2.45927601e+00  +9.92935865e-01
    385.0000  +2.74812142e+00  +9.87337706e-01
    387.0000  +2.71095296e+00  +9.83658919e-01
    389.0000  +2.06448987e+00  +9.96257463e-01
    391.0000  +1.96176820e+00  +9.94632129e-01
    393.0000  +2.11025433e+00  +9.96331262e-01
    395.0000  +1.97422851e+00  +9.95071869e-01
    397.0000  +1.98644312e+00  +9.97685235e-01
    399.0000  +1.79120235e+00  +9.96827595e-01
    401.0000  +1.77044995e+00  +9.96683274e-01
    403.0000  +1.79451799e+00  +9.96358511e-01
    405.0000  +1.81193007e+00  +9.96665411e-01
    407.0000  +1.83953722e+00  +9.96545561e-01
    409.0000  +1.66901186e+00  +9.98876764e-01
    411.0000  +1.57453676e+00  +9.99847452e-01
    413.0000  +1.78079790e+00  +9.97907961e-01
    415.0000  +1.83810357e+00  +9.97736090e-01
    417.0000  +1.82626766e+00  +9.97680875e-01
    419.0000  +1.82939316e+00  +9.97174192e-01
    421.0000  +1.76843475e+00  +9.97356012e-01
    423.0000  +1.70652135e+00  +9.97650470e-01
    425.0000  +1.74149653e+00  +9.96598642e-01
    427.0000  +1.77225914e+00  +9.96170614e-01
    429.0000  +1.80954036e+00  +9.95781985e-01
    431.0000  +1.85054024e+00  +9.95258493e-01
    433.0000  +1.62337794e+00  +9.98990825e-01
    435.0000  +1.58994221e+00  +9.99560553e-01
    437.0000  +1.66434958e+00  +9.97667637e-01
    439.0000  +1.71278668e+00  +9.96903850e-01
    441.0000  +1.65222441e+00  +9.97917160e-01
    443.0000  +1.58455648e+00  +9.98828980e-01
    445.0000  +1.56976922e+00  +9.98812884e-01
    447.0000  +1.52311443e+00  +9.99100230e-01
    449.0000  +1.49487156e+00  +9.99246562e-01
    451.0000  +1.42600833e+00  +9.99526233e-01
    453.0000  +1.47645074e+00  +9.99386134e-01
    455.0000  +1.46061223e+00  +9.99461712e-01
    457.0000  +1.43098577e+00  +9.99529526e-01
    459.0000  +1.44241037e+00  +9.99446007e-01
    461.0000  +1.42553623e+00  +9.99540961e-01
    463.0000  +1.43527463e+00  +9.99592697e-01
    465.0000  +1.42599030e+00  +9.99646685e-01
    467.0000  +1.40970398e+00  +9.99680317e-01
    469.0000  +1.40992208e+00  +9.99727646e-01
    471.0000  +1.39219271e+00  +9.99787911e-01
    473.0000  +1.39333340e+00  +9.99764672e-01
    475.0000  +1.35878844e+00  +9.99790921e-01
    477.0000  +1.34703194e+00  +9.99831607e-01
    479.0000  +1.34156549e+00  +9.99875171e-01
    481.0000  +1.35636258e+00  +9.99826965e-01
    483.0000  +1.32251990e+00  +9.99927245e-01
    485.0000  +1.29597343e+00  +9.99795656e-01
    487.0000  +1.22689007e+00  +9.99146175e-01
    489.0000  +1.31513366e+00  +9.99953631e-01
    491.0000  +1.32360547e+00  +9.99927983e-01
    493.0000  +1.32016701e+00  +9.99920533e-01
    495.0000  +1.28227524e+00  +9.99954902e-01
    497.0000  +1.31505845e+00  +9.99941407e-01
    499.0000  +1.32882503e+00  +9.99938594e-01
    501.0000  +1.34591547e+00  +9.99932119e-01
    503.0000  +1.33469923e+00  +9.99925012e-01
    505.0000  +1.31879912e+00  +9.99965567e-01
    507.0000  +1.29594206e+00  +9.99971827e-01
    509.0000  +1.33355136e+00  +9.99961902e-01
    511.0000  +1.31971956e+00  +9.99961769e-01
    513.0000  +1.33079913e+00  +9.99967032e-01
    515.0000  +1.34093090e+00  +9.99965865e-01
    517.0000  +1.34272256e+00  +9.99963980e-01
    519.0000  +1.30280884e+00  +9.99974487e-01
    521.0000  +1.28496905e+00  +9.99973008e-01
    523.0000  +1.27603347e+00  +9.99975822e-01
    525.0000  +1.26163909e+00  +9.99982482e-01
    527.0000  +1.29676186e+00  +9.99977678e-01
    529.0000  +1.24088675e+00  +9.99981597e-01
    531.0000  +1.19957265e+00  +9.99962998e-01
    533.0000  +1.25522999e+00  +9.99988448e-01
    535.0000  +1.20453730e+00  +9.99960265e-01
    537.0000  +1.19651203e+00  +9.99926983e-01
    539.0000  +1.21226290e+00  +9.99925901e-01
    541.0000  +1.21045995e+00  +9.99964190e-01
    543.0000  +1.21115104e+00  +9.99950754e-01
    545.0000  +1.16732400e+00  +9.99872168e-01
    547.0000  +1.19038268e+00  +9.99904687e-01
    549.0000  +1.19246615e+00  +9.99932563e-01
    551.0000  +1.20159980e+00  +9.99949016e-01
    553.0000  +1.17454341e+00  +9.99891512e-01
    555.0000  +1.16268303e+00  +9.99888378e-01
    557.0000  +1.16094078e+00  +9.99856394e-01
    559.0000  +1.17596610e+00  +9.99903569e-01
    561.0000  +1.13949529e+00  +9.99789807e-01
    563.0000  +1.16026099e+00  +9.99840197e-01
    565.0000  +1.15110472e+00  +9.99869114e-01
    567.0000  +1.15635484e+00  +9.99880387e-01
    569.0000  +1.13600120e+00  +9.99837165e-01
    571.0000  +1.15289943e+00  +9.99853572e-01
    573.0000  +1.10408896e+00  +9.99699348e-01
    575.0000  +1.12312460e+00  +9.99767011e-01
    577.0000  +1.10959885e+00  +9.99702714e-01
    579.0000  +1.13804631e+00  +9.99828482e-01
    581.0000  +1.10393339e+00  +9.99725716e-01
    583.0000  +1.08178807e+00  +9.99600847e-01
    585.0000  +1.09284018e+00  +9.99685124e-01
    587.0000  +1.08482882e+00  +9.99621869e-01
    589.0000  +1.11407242e+00  +9.99731576e-01
    591.0000  +1.09072074e+00  +9.99634100e-01
    593.0000  +1.08440805e+00  +9.99609549e-01
    595.0000  +1.07986549e+00  +9.99592253e-01
    597.0000  +1.06171734e+00  +9.99523403e-01
    599.0000  +1.07046706e+00  +9.99485973e-01
    601.0000  +1.07883734e+00  +9.99604004e-01
    603.0000  +1.05537910e+00  +9.99556769e-01
    605.0000  +1.04832921e+00  +9.99479379e-01
    607.0000  +1.04674329e+00  +9.99458687e-01
    609.0000  +1.07596715e+00  +9.99556579e-01
    611.0000  +1.06367735e+00  +9.99548712e-01
    613.0000  +1.07730554e+00  +9.99488791e-01
    615.0000  +1.05790149e+00  +9.99487361e-01
    617.0000  +1.07415581e+00  +9.99596083e-01
    619.0000  +1.04566260e+00  +9.99486096e-01
    621.0000  +1.04338703e+00  +9.99321788e-01
    623.0000  +1.06066335e+00  +9.99475521e-01
    625.0000  +1.06436727e+00  +9.99514839e-01
    627.0000  +1.04602965e+00  +9.99386613e-01
    629.0000  +1.03543260e+00  +9.99313263e-01
    631.0000  +1.03938233e+00  +9.99328791e-01
    633.0000  +1.03534174e+00  +9.99349069e-01
    635.0000  +1.03194322e+00  +9.99312744e-01
    637.0000  +1.03343461e+00  +9.99292181e-01
    639.0000  +1.01913028e+00  +9.99234200e-01
    641.0000  +1.01981768e+00  +9.99167079e-01
    643.0000  +1.01180060e+00  +9.99199003e-01
    645.0000  +1.00989864e+00  +9.99133978e-01
    647.0000  +1.01032406e+00  +9.99123948e-01
    649.0000  +1.01301482e+00  +9.99009297e-01
    651.0000  +9.93836783e-01  +9.98785279e-01
    653.0000  +9.78225885e-01  +9.98381377e-01
    655.0000  +9.06183704e-01  +9.95802347e-01
    657.0000  +7.75731254e-01  +9.91883920e-01
    659.0000  +9.59285125e-01  +9.97811640e-01
    661.0000  +9.81808816e-01  +9.98680706e-01
    663.0000  +9.89113636e-01  +9.98895903e-01
    665.0000  +9.85828576e-01  +9.98921791e-01
    667.0000  +9.90893921e-01  +9.98955364e-01
    669.0000  +9.72006418e-01  +9.98857766e-01
    671.0000  +9.94420109e-01  +9.99109522e-01
    673.0000  +9.70016267e-01  +9.98988139e-01
    675.0000  +9.77867335e-01  +9.99009920e-01
    677.0000  +9.69577430e-01  +9.98930971e-01
    679.0000  +9.72584294e-01  +9.98968580e-01
    681.0000  +9.69323776e-01  +9.98992374e-01
    683.0000  +9.58580523e-01  +9.98961332e-01
    685.0000  +9.75466954e-01  +9.98942881e-01
    687.0000  +9.61674411e-01  +9.98870051e-01
    689.0000  +9.53113360e-01  +9.98886150e-01
    691.0000  +9.55626836e-01  +9.98880204e-01
    693.0000  +9.58700336e-01  +9.98878720e-01
