# wavelength_nm   slope_a   correlation_r
    225.5000  -1.07027261e+01  -8.68546136e-01
    226.5000  -1.49949140e+01  -8.92175387e-01
    227.5000  -1.48842991e+01  -8.95920143e-01
    228.5000  -7.24422726e+00  -8.36605683e-01
    229.5000  -1.14652022e+01  -8.77723963e-01
    230.5000  -8.66231158e+00  -8.57369033e-01
    231.5000  -1.13864188e+01  -8.78087664e-01
    232.5000  -1.23475881e+01  -8.75119997e-01
    233.5000  -1.35617966e+01  -8.73442123e-01
    234.5000  -2.33291448e+01  -8.87486493e-01
    235.5000  -1.11916934e+01  -8.68846330e-01
    236.5000  -2.07304649e+01  -8.85348199e-01
    237.5000  -1.64482571e+01  -8.83977569e-01
    238.5000  -2.78951211e+01  -8.88220649e-01
    239.5000  -2.23868838e+01  -8.87191434e-01
    240.5000  -2.15865228e+01  -8.85663044e-01
    241.5000  -2.01969438e+01  -8.86971194e-01
    242.5000  -1.02302682e+01  -8.61345385e-01
    243.5000  -9.82219466e+00  -8.57400112e-01
    244.5000  -7.46191047e+00  -8.35206104e-01
    245.5000  -6.52231074e+00  -8.18865906e-01
    246.5000  -1.09225241e+01  -8.70192394e-01
    247.5000  -1.35521416e+01  -8.80422743e-01
    248.5000  -4.03557500e+01  -9.06679631e-01
    249.5000  -2.39570425e+01  -8.96186883e-01
    250.5000  -1.41925591e+01  -8.90507815e-01
    251.3000  -3.57861007e+01  -8.96557994e-01
    251.8000  -4.94504939e+01  -8.92348175e-01
    252.5000  -4.37213154e+01  -8.93215479e-01
    253.5000  -1.73926206e+01  -8.76286959e-01
    254.5000  -1.75525429e+01  -8.81285129e-01
    255.5000  -3.87581897e+00  -7.40500242e-01
    256.5000  -8.34223865e+00  -8.35526440e-01
    257.5000  -4.43440392e+00  -7.61980964e-01
    258.5000  -6.14516076e+00  -8.04825144e-01
    259.5000  -7.89607905e+00  -8.29926018e-01
    260.5000  -1.05673555e+01  -8.50907498e-01
    261.5000  -1.28306569e+01  -8.60510966e-01
    262.5000  -8.06504583e+00  -8.33331512e-01
    263.5000  -8.37806550e-01  -3.61721339e-01
    264.5000  +8.41362755e-02  +5.22112488e-02
    265.5000  +2.28892252e+00  +9.65657072e-01
    266.5000  -5.02769942e-01  -2.58283755e-01
    267.5000  +1.43559862e-01  +9.01972250e-02
    268.5000  +1.24443650e+00  +7.52661445e-01
    269.5000  -1.54817869e+00  -5.57331631e-01
    270.5000  -1.30805410e-01  -8.15928152e-02
    271.5000  -2.89057958e+00  -7.08442537e-01
    272.5000  -8.69554242e+00  -8.56584417e-01
    273.5000  -4.15973158e+00  -7.76174557e-01
    274.5000  -1.06888723e+01  -8.55242283e-01
    275.5000  -5.47224144e+00  -8.00664841e-01
    276.5000  -2.64574065e+00  -6.89975210e-01
    277.5000  -2.94396739e+00  -7.27727671e-01
    278.5000  -1.00137034e+01  -8.60253124e-01
    279.5000  -2.83918984e+01  -8.80771208e-01
    280.5000  -2.26054574e+01  -8.78988137e-01
    281.5000  -5.02605754e+00  -8.11383165e-01
    282.5000  -1.93041807e+00  -6.47312399e-01
    283.5000  -3.30427594e+00  -7.58079714e-01
    284.5000  -1.15426586e+01  -8.88554582e-01
    285.5000  -2.66863322e+01  -8.97572507e-01
    286.5000  -5.94319403e+00  -8.42002591e-01
    287.5000  -3.68522422e-01  -2.13665822e-01
    288.5000  -1.41486508e+00  -5.69386408e-01
    289.5000  +8.36542475e-01  +6.08373820e-01
    291.0000  +1.95119674e+00  +9.66124551e-01
    293.0000  +1.19348543e+00  +8.22924595e-01
    295.0000  +4.95563537e-01  +3.89357246e-01
    297.0000  +1.05678747e-01  +8.18116890e-02
    299.0000  +1.73764786e-01  +1.37436390e-01
    301.0000  -5.52740700e-01  -3.32327425e-01
    303.0000  +1.58418465e-01  +1.26034020e-01
